set_target_damage	Atacar objetivos	2017-09-10T18:08:44.842159	Attack target(s)
set_target_damage_label	Click izquierdo o arrastra para seleccionar los objetivos de ~A a atacar\nPresiona Shift para también atacar a neutrales	2017-09-10T18:08:44.842159	Left click or left drag to set ~A preferred attack target(s)\nHold Shift to also attack neutral units
set_target_heal	Curar objetivos	2017-09-10T18:08:44.842159	Heal target(s)
set_target_heal_label	Click izquierdo o arrastra para seleccionar los objetivos de ~A a curar	2017-09-10T18:08:44.842159	Left click or left drag to set ~A preferred healing target(s)
set_target_shield	Escudar objetivos	2017-09-10T18:08:44.842159	Shield target(s)
set_target_shield_label	Click izquierdo o arrastra para seleccionar los objetivos de ~A a escudar	2017-09-10T18:08:44.842159	Left click or left drag to set ~A preferred shielding target(s)
ship_allowed_cargo	Recursos permitidos: %d/%d	2017-09-10T18:08:44.842159	Allowed resources: %d/%d
ship_allowed_desc	Selecciona los recursos de planeta autorizados para esta nave:	2017-09-10T18:08:44.842159	Select the resources this ship will be allowed to pick from planets:
ship_allowed_edit	Cambiar los recursos autorizados	2017-09-10T18:08:44.842159	Change allowed cargo resources
ship_servicing	La nave está volviendo a la estación para descargar y descansar la tripulación. Ignorará el piloto automático hasta estar lista.	2017-09-10T18:08:44.842159	The ship is going back home to unload and refresh the crew and may ignore the autopilot orders until it's done
ship_servicing_cond	Regreso: %d%% listo o carga llena	2017-09-10T18:08:44.842159	Fly home: %d%% ready or full hold
ship_servicing_depart	Continua piloto automático con %d%% listo	2017-09-10T18:08:44.842159	Continues autopilot at %d%% ready
spec_disallows	Prohibe el trabajo en:	2017-09-10T18:08:44.842159	Disallows working on:
spec_info_demands	Requiere:	2017-09-10T18:08:44.842159	Demands:
station_attrition_warn	Algunos objetos en la estación están sufriendo daños al estar expuestos a la atmósfera del planeta, dado que un tile de suelo o de pared su habitación ha sido destruido o borrado. Asegúrate de que todas las habitaciones están 100% rodeadas de paredes o puertas, y que el 100% de su suelo está pavimentado.	2017-09-10T18:08:44.842159	Station objects are suffering damage from being exposed to the planet atmosphere by an incomplete wall or by an unbuilt floor tile. Make sure all station rooms are fully delimited by walls or doors, and that their floors are fully built with room tiles.
steel_wall	Pared de acero	2017-09-10T18:08:44.842159	Steel wall
storage_area_desc	Marca el suelo alrededor de su ubicación como un área de almacenamiento para los diferentes tipos de artículos. No proporciona un control de existencias preciso.	2017-09-10T18:08:44.842159	Marks the room around its location as a floor storage area for resources and products. It does not provide precise stock control. Can stock any kind of resource or product.
stored_group_clear	Grupo %s borrado	2017-09-10T18:08:44.842159	Cleared group %s
stored_group_selected	Grupo %s seleccionado	2017-09-10T18:08:44.842159	Selected group %s
stored_group_set	Group %s guardado	2017-09-10T18:08:44.842159	Stored group %s
stored_scroll	Almacenado %d	2017-09-10T18:08:44.842159	Stored %d
table	Tabla	2017-09-10T18:08:44.842159	Table
teleport_group_to_label	Click para teletransportar el grupo a la posición seleccionada	2017-09-10T18:08:44.842159	Click to teleport the group to the selected position
thousand_sep	%1,%2	2017-09-10T18:08:44.842159	%1,%2
titanium_wall	Parde de titanio	2017-09-10T18:08:44.842159	Titanium wall
toggle_combatmode	Activar modo combate	2017-09-10T18:08:44.842159	Toggle combat mode
travel_shop_desc	Mapas estelares y traductores automáticos	2017-09-10T18:08:44.842159	Maps of the galaxy and translator tablets.
tutorial_galaxy_autopilot_2	Esta es la ventana del piloto automático de la nave. Puedes añadir órdenes a su lista, reorganizarlas, e iniciar y detener el piloto automático.\nHagamos una ruta al planeta tutorial.\nArrastra el icono resaltado a Tutoland. Recuerda que puedes mover ventanas arrastrando su barra de título.	2017-09-10T18:08:44.842159	This is the space ship autopilot window. You can add orders to its listing, rearrange them, then start and stop the autopilot.\nLet's set up a route to the tutorial planet.\nDrag the highlighted icon to Tutoland. Remember you can move windows around by their title bar if they block your target.
tutorial_galaxy_autopilot_4	Ahora haz clic en el botón Iniciar para empezar la ruta. La nave viajará sin que intervengas y se cargará automáticamente en cada planeta que visite. Cuando su bodega de carga esté llena, o cuando su tripulación requiera descanso, volverá automáticamente a la estación hogar.	2017-09-10T18:08:44.842159	Now click on the start button to start the route. The ship will travel without your intervention, automatically loading cargo, and visiting all the planets in its order list. Once it's full, or its crew becomes too exhausted, it will automatically travel back home to unload and to wait for its crew to get their morale up.
tutorial_galaxy_autopilot_5	¡Eso es! Puedes probar otras opciones. Arrastrando directamente una nave a un planta pondrá el piloto automático en pausa, recuerda reactivarlo si es necesario. Cuando estés listo prueba a visitar otros planetas del sistema para extraner nuevos recursos, y luego añadir órdenes de vista en el piloto automático.	2017-09-10T18:08:44.842159	That's it! Directly dragging a ship to a planet while it's in autopilot mode will stop the autopilot and put it under your direct manual orders. Remember to restart the autopilot if desired in that case. When you feel ready you can visit other planets in this system to find and extract new resources, then add more orders to the autopilot to visit the planets and recover them.
tutorial_planet_basics_6b	La multiselección es útil para dar órdenes a más de un oficial al mismo tiempo. Puedes seleccionar múltiples oficiales arrastrando con el botón izquierdo del ratón y dibujado un rectángulo en un área del mapa. Órdenes de caminar, el teleportador, y ódenes de combate son válidas con un grupo de oficiales seleccionado.	2017-09-10T18:08:44.842159	Multiselection is useful to give orders to more than one officer at the same time. You can select multiple officers by dragging the left mouse button to draw a rectangle over an area on the map. Walking orders, the global teleport and target orders remain usable when selecting multiple officers.
tutorial_planet_basics_7b	Todos tus oficiales están armados y preparados, en modo automático siempre. Atacarán a enemigos o curará a amigos sin necesidad de que se lo indiques. Pero si deseas seleccionar manualmente sus objetivos puedes utilizar las órdenes de combate en la barra inferior de acciones.	2017-09-10T18:08:44.842159	All your officers are armed and ready, and in full auto mode. They will engage enemies or heal friendlies that are in range without your input. You can also hint your currently selected officer(s) to attack or heal a different target by using the manual target actions in the action bar.
tutorial_planet_basics_8b	Por último se pueden utilizar las teclas 1 a 6 (por defecto) para guardar grupos seleccionados. Con una selección hecha, presiona por ejemplo Ctrl-1 para guardar la selección en la tecla 1. Desde ese momento al pulsar la tecla 1 se cambia la selección a lo que hayas guardado. Cuando visitas un planeta se guarda en el grupo 1 una selección con toda la tripulación.	2017-09-10T18:08:44.842159	Finally it's also possible to set the keys 1 to 6 (in the default keybind) as a quick group selection. Make an officer selection then press Ctrl-1 to set the first quick group to the current selection. From that point just pressing 1 will select that same group. The game automatically sets group 1 to be the entire landing crew when exploring a planet.
tutorial_planet_extraction_6_dev	[DEV] Recomiendo despegar y hacer el tutorial de galaxia.	2017-09-10T18:08:44.842159	[DEV] I recommend to take off now and take the autopilot tutorial in the galaxy.
tutorial_planet_squad	Básicos y órdenes de equipos	2017-09-10T18:08:44.842159	Basics and actions
tutorial_station_building	Construcción	2017-09-10T18:08:44.842159	Building
tutorial_station_building_1	La estación se compone de habtiaciones. Se han de delimitar siempre mendiante paredes o puertas, y su suelo ha de estar completamente pavimentado. Solo cuando esas condiciones se cumplen el juego considera que se trata de una habitación válida, y solo entonces será posible construir en su interior la mayoría de objetos.\nSelecciona la herramienta de suelos	2017-09-10T18:08:44.842159	Your station is composed of rooms. Rooms must be always be delimited by walls or doors, and their ground must be completely covered in floor tiles. Only when these conditions are met the game will consider such an area as a room, and only then it will be possible to build the majority of station objects.\nSelect the Floor build tool
tutorial_station_building_10	Bien! La habitación está casi lista. Hay que cerrar el último tile en la esquina, pero si construimos una pared sería imposible entrar o salir. Es necesario una puerta. Selecciona la herramienta de objetos.	2017-09-10T18:08:44.842159	Good! The room is almost ready. We need to close the last tile in the corner, but if we built a wall there it would be impossible to enter or exit. We need a door. Select the Object tool.
tutorial_station_building_11	La herramienta de objetos lista todos los objetos disponibles para construir. Selecciona primero la categoría. Haz click en la categoría de seguridad.	2017-09-10T18:08:44.842159	The object tool lists all unlocked objects available for building in the station. First we select the object category. Click on the Security category.
tutorial_station_building_12	Ahora haz click en el objeto resaltado: una puerta.	2017-09-10T18:08:44.842159	Now click on the highlighted object: a door.
tutorial_station_building_13	Construye una puerta haciendo click en el tile marcado. Puedes rotar la puerta antes de construirla mediante las teclas Q o E, o arrastrando el ratón mientras lo puisas para construir el objeto.	2017-09-10T18:08:44.842159	Build a door by clicking on the highlighted tile. You can rotate the object before construction using Q and E or by dragging the mouse once you click to build it.
tutorial_station_building_14	Al igual que las herramientas de pared o suelo, la herramienta de objeto solo pinta un plano, y el objeto se ha de construir por parte de tus oficiales. Vamos a esperar a que terminen.	2017-09-10T18:08:44.842159	Just like the floor or wall tool, the object tool only places a blueprint, and the object must be built by your officers. Let's wait for them to finish the job.
tutorial_station_building_15	La habitación está completada y es válida. Las herramientas lo indicarán pintando su suelo con un tinte verde. Si en algún momento se pierde un trozo de suelo o de pared los objetos de su interior empezarán a recibir daños por la atmósfera del planeta, y pueden llegar a bloquearse.	2017-09-10T18:08:44.842159	This is now a complete, valid room. The building tools will display its floor area with a green tint to indicate it's a valid floor for indoor objects. If a room loses a floor tile, or a wall is destroyed, and it is exposed to the outside, then its objects will start to receive damage and can break down.
tutorial_station_building_16	Una habitación válida pero vacía no es muy útil. El siguiente tutorial explica algunos objetos básicos y como empezar a producir comida.	2017-09-10T18:08:44.842159	An valid but empty room is not very useful. The next tutorial shows some basic objects to get started with food production and facilities.
tutorial_station_building_2	La herramienta de suelo pinta un plano con el suelo seleccionado cuando arrastras con el botón izquierdo.\nArrastra con el botón izquierdo del ratón entre los dos marcadores.	2017-09-10T18:08:44.842159	The build floor tool draws a blueprint of the selected floor on the station when you drag with left mouse button.\nDrag with the left mouse button between the two markers.
tutorial_station_building_2_b	Pista: puedes presionar shift para activar el borrador de suelos. Y presionar Esc mientras arrastras el ratón para cancelar la operación.	2017-09-10T18:08:44.842159	Tip: You can press shift to toggle the build floor tool into the floor eraser. You can press Esc while dragging to cancel it.
tutorial_station_building_3	Como la herramienta solo pinta un plano, son tus oficiales los que construirán el suelo. Vamos a esperar a que terminen.	2017-09-10T18:08:44.842159	The floor tool just draws a blueprint. In order to get the actual floor built a job is created for your officers. Let's wait for them to finish.
tutorial_station_building_4	Listo! Pero una habitación es más que un suelo, también es paredes. Selecciona la herramienta de paredes.	2017-09-10T18:08:44.842159	Done! But rooms are not just a floor, they also need walls. Select the wall tool
tutorial_station_building_5	Vamos a dibujar los planos de las paredes alrededor del suelo.\nArrastra con el botón izquierdo pulsado entre los dos marcadores.	2017-09-10T18:08:44.842159	Let's lay down the blueprints for the walls around the floor.\nDrag with the left mouse button between the two markers.
tutorial_station_building_5_b	Pista: puedes presionar shift para activar el borrador de paredes. Y presionar Esc mientras arrastras el ratón para cancelar la operación.	2017-09-10T18:08:44.842159	Tip: You can press shift to toggle the build wall tool into the wall eraser. You can press Esc while dragging to cancel it.
tutorial_station_building_6	Otro segmento. Arrastra con el botón izquierdo pulsado entre los dos marcadores.	2017-09-10T18:08:44.842159	Now another side. Drag with the left mouse button between the two markers.
tutorial_station_building_7	Un segmento más. Arrastra con el botón izquierdo pulsado entre los dos marcadores.	2017-09-10T18:08:44.842159	One more side. Drag with the left mouse button between the two markers.
tutorial_station_building_8	Y el útlimo segmento de pared. Vamos a dejar un tile vacío para poder construir una puerta. Arrastra con el botón izquierdo pulsado entre los dos marcadores.	2017-09-10T18:08:44.842159	And the final wall segment. We are going to leave one empty tile to build a door later on. Drag with the left mouse button between the two markers.
tutorial_station_building_9	Espermos a que se construyan las paredes	2017-09-10T18:08:44.842159	Let's wait for the walls to be constructed.
tutorial_station_object_tool	Instalaciones	2017-09-10T18:08:44.842159	Facilities
tutorial_station_production_5_2	El panel de info de la fábrica ahora muestra el modo de creación de ordenes. Hay que elegir una receta, cocinemos algunas raciones. Elige la receta de raciones.	2017-09-10T18:08:44.842159	The factory info panel has changed to the order creation view. First select a recipe, let's cook some rations. Click the Basic Rations recipe to select it.
tutorial_station_stocks_13	Estos son los pasos básicos de construcción, producción y logística. Pero tu éxito también depende de extraer recursos y avanzar en la investigación. Sigue con los tutoriales de galaxia e investigación, visitando sus pantallas con los botones de la barra superior.	2017-09-10T18:08:44.842159	There are the basics of building, production and logistics for your station. But your success also depends on extracting resources and advancing research. Check out now the tutorials for the galaxy and the research screens by opening them using their buttons in the top left toolbar.
tutorial_station_stocks_9	Este mostrador de comida ahora empezará a almacenar raciones. Tus oficiales almacenarán raciones en ella hasta llegar a la cantidad máxima configurada. Cuando se encuentran lejos de tus centros de producción, los objetos de mantenimiento de stocks ayudan a una distribución eficiente de tus productos y recursos. También son un punto de venta de productos a turistas, una vez permitas sus visitas.\nVeamos un par de ellos.\nSelecciona la herramienta de construcción de objetos.	2017-09-10T18:08:44.842159	This food shop will now start stocking rations. Your officers will deliver rations to it up to the configured max amount. When located far from your production centers, stock keeping objects help with the efficient distribution of your products and resources. They also enable the sale of products to visitors once you allow them in your station.\nLet's look at two more of them.\nSelect the Build object tool.
visitor_usage	Uso de turistas	2017-09-10T18:08:44.842159	Visitor usage
walk_group_to_label	Click para ordenar al grupo seleccionado caminar a una posición	2017-09-10T18:08:44.842159	Click to make the group walk to the selected position
walls_build_info	Click y arrastra para dibujar el plano de una pared, o dibuja tile a tile. Pulsa Esc para cancelar mientras arrastras una línea.	2017-09-10T18:08:44.842159	Click and drag a line to draw a wall blueprint, or click to paint tile by tile. You can press Esc while dragging to cancel the line.
walls_tool	Constuir paredes	2017-09-10T18:08:44.842159	Build walls
warn_no_shop	Sin tienda, obtenido gratis	2017-09-10T18:08:44.842159	Not in a shop, picked for free
Luxury_kitchen_desc	La mejor cocina del universo se prepara aquí	old	The absolute best cuisine in the universe is prepared here
advanced_kitchen	Cocina avanzada	old	Advanced kitchen
advanced_kitchen_desc	Prepara algunas comidas y bebidas muy buenas	old	Prepare some really great food and drinks
aesthetics	Estética	old	Aesthetics
aesthetics_feeling_high	Satisfecho	old	Pleased
aesthetics_feeling_high_desc	Que estación tan pintoresca, me gusta	old	Such a quaint space station, I like it.
aesthetics_feeling_low	Poco impresionado	old	Not impressed
aesthetics_feeling_low_desc	Que feo es este sitio	old	This is one ugly place
aesthetics_feeling_very_high	Asombrado	old	Admiring
aesthetics_feeling_very_high_desc	Estoy rodeado de belleza	old	I am surrounded by beauty
aesthetics_feeling_very_low	Asqueado	old	Disgusted
aesthetics_feeling_very_low_desc	Mi entorno es horrible	old	My surroundings are terrible
algae	Algas	old	Algae
algae_node	Nodo de algas	old	Algae node
aluminium	Aluminio	old	Aluminium
aluminium_node	Nodo de aluminio	old	Aluminium node
attacked	Atacado	old	Attacked
attacked_desc	¡He sido atacado!	old	I was attacked!
attacking_desc	Atacando enemigo	old	Attacking enemy
attributes_c	Atributos:	old	Attributes:
attrition_destroyed_object	~A ha sido destruido por enemigos en ~A	old	~A has been destroyed by enemies in ~A
bad_sleep	Mal sueño	old	Bad sleep
bad_sleep_desc	He dormido sin cama recientemente	old	I recently slept without a bed
bar_bar	Bar	old	NOT FOUND IN GAME
bar_bar_desc	Aquí se sirven sofisticadas bebidas	old	NOT FOUND IN GAME
bar_table	Barra de bar	old	NOT FOUND IN GAME
bar_table_desc	Relájate con un buen cóctel	old	NOT FOUND IN GAME
bartender	Barman	old	NOT FOUND IN GAME
base_price_a	Precio base: @ui_icon_20px_credits04.png ~A	old	Base price: @ui_icon_20px_credits04.png ~A
basic_kitchen	Cocina básica	old	Basic kitchen
basic_kitchen_desc	Prepara comida barata	old	Cooks cheap food
basic_rations	Raciones básicas	old	Basic rations
bed	Cama	old	NOT FOUND IN GAME
bed_desc	Restaura el sueño	old	NOT FOUND IN GAME
bio_extractor	Extractor de Bio	old	Bio Extractor
bio_extractor_desc	Extrae recursos biológicos dentro de su área de influencia	old	Extract biological resources within its area of influence
bistro_drinks	Bebidas de Bistró	old	Bistro drinks
bistro_food	Comidas de Bistró	old	Bistro food
bistro_table	Mesa de Bistró	old	Bistro table
bistro_table_desc	Un asiento de lujo para disfrutar de un banquete	old	Luxury seating to enjoy a sumptuous meal
blood_from	Sangre de ~A	old	Blood from ~A
blorg_adjective	Blorg %s	old	Blorg %s
blorg_adjective2	Blorg ~A	old	Blorg ~A
blorg_name	Blorgs	old	Blorgs
blorg_plutocracy	Plutocracia Blorg	old	Blorg Plutocracy
broken	Enloquecido	old	Broken
bugs	Bichos	old	Bugs
bugs_node	Nodo de bichos	old	Bugs node
build_builder_robot	Construir robot constructor	old	Build builder robot
build_cargo_robot	Construir robot de carga	old	Build cargo robot
build_cleaner_robot	Construir robot de limpieza	old	Build cleaner robot
build_collector	Construye un colector cerca para extraer este recurso	old	Build a collector nearby to extract this resource
build_firefighter_robot	Construir robot bombero	old	Build firefighter robot
build_maintenance_robot	Construir robot de mantenimiento	old	Build maintenance robot
build_security_robot	Construir robot de seguridad	old	Build security robot
build_tool	Construir objetos	old	Build objects
builder_robot	Robot constructor	old	Builder robot
building	Construyendo	old	Building
building_resources	Recursos necesarios:	old	Required resources:
built_floor	Suelo construido	old	Built floor
busy	Ocupado	old	Busy
calmed_feeling	Calmado	old	Calmed down
calmed_feeling_desc	Eso ha sido horrible, pero ahora me encuentro mejor	old	That was horrible, but now I feel better
cancel	Cancelar	old	Cancel
cancel_dismantling	Cancelar el desmontado	old	Cancel dismantling
cancel_research	Cancelar Investigación	old	Cancel Research
cant_build_exists_construction	Ya hay un objeto en esta ubicación	old	An object is already present in this location
cant_build_invalid_floor	El suelo no es válido para el objeto seleccionado	old	Floor is not valid for the selected object
cant_build_invalid_ground	El terreno no permite la construcción	old	Ground doesn't allow construction
cant_build_limited_to_one	Sólo se permite un objeto de este tipo	old	Only one object of this kind is allowed
cant_build_too_close_enemy	Los edificios enemigos están demasiado cerca para construir aquí	old	Enemy buildings are too close to build here
canteen_drinks	Bebidas de Cantina	old	Canteen drinks
canteen_drinks_desc	Bebidas disponibles para el consumo sin florituras innecesarias	old	Makes drinks available for consumption without any extra frills.
canteen_food	Comidas de Cantina	old	Canteen food
canteen_food_desc	Comida disponible para el consumo sin florituras innecesarias	old	Makes food available for consumption without any extra frills.
canteen_table	Mesa de Cantina	old	Canteen table
canteen_table_desc	Simple y utilitaria. Te sientas y comes.	old	Simple and utilitarian. You sit, you eat.
cargo_hold	Bodega	old	Cargo hold
cargo_robot	Robot de carga	old	Cargo robot
ceilingcam	Cámara de techo	old	Ceiling camera
ceilingcam_desc	Busca intrusos ocultos	old	Looks for hidden trespassers
ceilingturret_desc	Torreta pequeña, poco potente	old	Small, low powered turret
center_view	Centrar vista	old	Center view
chaotic_adjective	Caótico %s	old	Chaotic %s
chaotic_adjective2	Caótico ~A	old	Chaotic ~A
chaotic_enemy	Enemigo Caótico	old	Chaotic Enemy
chaotics	Caóticos	old	Chaotics
claim_reward	Reclamar recompensa	old	Claim reward
cleaner_robot	Robot de limpieza	old	Cleaner robot
cleaning	Limpiando	old	Cleaning
click_info	Haz clic para seleccionar cualquier entidad del juego y mostrar sus propiedades	old	Click to select any entity in the game and display its properties
click_pick_officer	Haz clic para seleccionar a un oficial	old	Click to pick an officer
combat	Combate	old	Combat
confirm_cancel_research	¿Estás seguro? Si cancelas esta investigación se perderán los puntos de investigación actuales	old	Are you sure? If you cancel this research you will lose the current research points.
controlled_stock	Stock controlado	old	Controlled stock
cook_dessert	Cocinar Postre	old	NOT FOUND IN GAME
cook_fine_soup	Cocinar Caldo fino	old	NOT FOUND IN GAME
cook_luxury_dinner	Cocinar Ágape lujoso	old	NOT FOUND IN GAME
cook_mystery_milk	Cocinar Leche misteriosa	old	NOT FOUND IN GAME
cook_pizza	Cocinar Pizza	old	NOT FOUND IN GAME
cook_rations2	Cocinar Raciones de carne	old	NOT FOUND IN GAME
cook_rations22	Cocinar Raciones avanzadas de carne	old	NOT FOUND IN GAME
cook_rations23	Cocinar Raciones avanzadas de vegetales	old	NOT FOUND IN GAME
cook_rations3	Cocinar Raciones de vegetales	old	NOT FOUND IN GAME
cook_rations32	Cocinar Raciones lujosas de carne	old	NOT FOUND IN GAME
cook_rations33	Cocinar Raciones lujosas de vegetales	old	NOT FOUND IN GAME
cook_sushi_roll	Cocinar Rollo de Sushi	old	NOT FOUND IN GAME
cook_vegan_feast	Cocinar Festín vegano	old	NOT FOUND IN GAME
cooking	Cocinando	old	Cooking
corpse_desc	Este cadáver puede ser reciclado en una recicladora. Sabe a pollo.	old	This corpse can be recycled in a recycler. Tastes like chicken.
corpse_of	Cadáver de ~A	old	Corpse of ~A
corridor	Pasillo	old	Corridor
corridor_desc	Conecta diferentes habitaciones	old	Connects different rooms
crusantian_adjective	Crusantiano %s	old	Crusantian %s
crusantian_adjective2	Crusantiano ~A	old	Crusantian ~A
crusantian_bunch	Hato Crusantiano	old	Crusantian Bunch
crusantian_name	Crusantianos	old	Crusantians
cucurbian_adjective	Cucurbiante %s	old	Cucurbian %s
cucurbian_adjective2	Cucurbiante ~A	old	Cucurbian ~A
cucurbian_crop	Plantío Cucurbiante	old	Cucurbian Crop
cucurbian_name	Cucurbiantes	old	Cucurbians
current_research	Investigación actual: ~A ~A	old	Current research: ~A ~A
current_research_none	No se está realizando ninguna investigación. Selecciona un grupo y haz clic en Iniciar Investigación.	old	No research is being performed. Select a group and click on Start Research.
deliver_from_ground	Suelo construido	old	Ground
deliver_from_ground_no	Los transportistas evitarán la entrega de recursos a este objeto cuando la fuente esté en el suelo o dentro de un área de almacenamiento	old	Haulers will avoid delivering resources to this object when the source is a stack lying on the ground or inside a storage area
deliver_from_ground_yes	Los transportistas entregarán recursos a este objeto a partir de pilas de recursos del suelo o  de dentro de un área de almacenamiento	old	Haulers will deliver resources to this object from resource stacks lying on the ground or inside a storage area
deliver_from_storage	Palés	old	Pallets
deliver_from_storage_no	Los transportistas evitarán la entrega de recursos a este objeto cuando la fuente esté en un palé	old	Haulers will avoid delivering resources to this object when the source is a pallet
deliver_from_storage_yes	Los transportistas entregarán recursos a este objeto a partir de pilas de recursos de dentro de un palé	old	Haulers will deliver resources to this object from inside pallets
description	Descripción	old	Description
desperate_warning	~A se siente muy mal y está a punto de enloquecer	old	~A is feeling very bad and is at risk of going desperate
dessert	Postre	old	Dessert
diner_table	Mesa de Cafetería	old	Diner table
diner_table_desc	Encantadora y retro	old	Charming and retro
disabled	Desactivado	old	Disabled
dismantle	Desmontar	old	Dismantle
dock_officer_info_label	Selecciona una nave para que atraque aquí. La carga será descargada en torno a este muelle y los oficiales desembarcarán aquí.	old	Select the officer ship to dock here. Cargo will be unloaded around this dock and officers will disembark here.
dock_officer_select	Seleccionar nave	old	Select ship
door	Puerta	old	Door
drink_shop	Bebidas de Cafetería	old	Diner drinks
empty_slot	Ranura vacía	old	Empty slot
enable_storage	Permitir almacenamiento de:	old	Enable storage of:
enemy	Enemigo	old	Enemy
enemy_adjective	Enemigo %s	old	Enemy %s
enemy_adjective2	Enemigo ~A	old	Enemy ~A
enemy_name	Enemigos	old	Enemies
energy	Energía	old	Energy
engineering	Ingeniería	old	Engineering
erase_floor_tool	Borrar suelo	old	Erase floors
erase_objects_tool	Borrar objetos	old	Erase objects
event_invaders_alert	¡Un grupo de invasores ha llegado! ~A está atacando nuestra estación!	old	A raiding party has arrived! ~A are attacking our station!
event_invaders_warn	Hemos recibido informes sobre un grupo de invasores que se aproxima nuestra estación. ¡Prepárate!	old	NOT FOUND IN GAME
exhausted	Agotado	old	Exhausted
exotic_infusion	Infusión exótica	old	Exotic infusion
exploring	Explorando	old	Exploring
extractor_info	Puede extraer:	old	Can extract:
factory	Factoría	old	Factory
fibers	Fibras	old	Fibers
fibers_node	Nodo de fibras	old	Fibers node
filtered_water	Agua filtrada	old	Filtered water
fine_soup	Caldo fino	old	Fine soup
fine_wine	Buen vino	old	NOT FOUND IN GAME
finish_other_research	Termina o cancela la investigación actual para empezar ést	old	Finish or cancel the current research to start this one
firefighter	Bombero	old	Firefighter
firefighter_robot	Robot bombero	old	Firefighter robot
flee_desc	Huyendo aterrorizado	old	Fleeing in panic
floor_tool	Construir suelo	old	Build floor
fluid_extractor	Extractor de Fluidos	old	Fluid Extractor
fluid_extractor_desc	Extrae recursos líquidos dentro de su área de influencia	old	Extract liquid and gaseous resources within its area of influence
fruits	Frutos	old	Fruits
fruits_node	Nodo de frutos	old	Fruits node
fun	Fun	old	Fun
fun_feeling_high	Excitado	old	Excited
fun_feeling_high_desc	GUAU!!!	old	WOAH!!!
fun_feeling_low	Aburrido	old	Bored
fun_feeling_low_desc	La vida aquí es muy aburrida	old	Life here is very dull
gastrodisaster	Gastrodesastre	old	Gastrodisaster
gastrodisaster_desc	Mi estómago no está nada bien	old	My stomach is messed up
gems	Gemas	old	Gems
goal_bartender1_desc	Tus bármanes deben servir 42 copas en el bar. Pero en serio, la bebida y las drogas no son la respuesta al universo.	old	Your bartenders must serve 42 drinks in the bar. But really, drinks and drugs are not the answer to the universe.
goal_bartender1_title	Sirve 42 copas en el bar	old	Serve 42 drinks in the bar
goal_buildany1_desc	Construye 15 objetos y 135 baldosas de suelo.	old	Build 15 objects and 135 floor tiles.
goal_buildany1_title	Comienza a construir tu estación	old	Start building your station
goal_buildany2_desc	Construye 75 objetos y 675 baldosas de suelo.	old	Build 75 objects and 675 floor tiles.
goal_buildany2_title	Construye una estación mediana	old	Build a medium station
goal_buildany3_desc	Construye 200 objetos y 1800 baldosas de suelo.	old	Build 200 objects and 1800 floor tiles.
goal_buildany3_title	Construye una estación grande	old	Build a big station
goal_buildbar1_desc	Construye un bar, 3 mesas de bar y 2 pistas de baile.	old	Build a bar, 3 bar tables and 2 dance floors.
goal_buildbar1_title	Construye un club de baile	old	Build a dance club
goal_builddecorations1_desc	Construye 10 objetos decorativos	old	Build 10 decorations.
goal_builddecorations1_title	Construye 10 decoraciones	old	Build 10 decorations
goal_buildfactory1_title	Construye una zona de trabajo básica	old	Build a basic workshop area
goal_buildhospital1_desc	Construye una cama de hospital, un dispensador de medicamentos y haz 10 pastillas.	old	Build a hospital bed, a meds dispenser and make 10 pills.
goal_buildhospital1_title	Construye un hospital simple	old	Build a stater hospital
goal_buildliving1_title	Construye un hábitat básico	old	Build a basic living space
goal_buildlogistics1_desc	Construye un área de almacenamiento, un palé y una recicladora	old	Build one storage area, one pallet and one recycler.
goal_buildlogistics1_title	Construye los objetos logísticos básicos	old	Build basic logistic objects
goal_buildplanet1_desc	Construye una embajada en la superficie de un planeta.	old	Build an embassy on the surface of a planet.
goal_buildplanet1_title	Construye una embajada en un planeta	old	Build an embassy on a planet
goal_buildplanet2_desc	Construye un centro de reclutamiento en la superficie de un planeta.	old	Build a recruitment center on the surface of a planet.
goal_buildplanet2_title	Construye un centro de reclutamiento en un planeta	old	Build a recruitment center on a planet
goal_buildsecurity1_desc	Construye una cámara y una puerta de seguridad.	old	Build one camera area and one security door.
goal_buildsecurity1_title	Construye sistemas de seguridad básicos	old	Build basic security systems
goal_cargo1_desc	Una o más de tus naves ha de descargar 60 unidades de cualquier tipo de carga.	old	Have one or more of your ships unload 60 units of any kind of cargo in your station.
goal_cargo1_title	Descarga 60 unidades de carga	old	Unload 60 cargo units
goal_cargo2_desc	Una o más de tus naves ha de descargar 800 unidades de cualquier tipo de carga.	old	Have one or more of your ships unload 800 units of any kind of cargo in your station.
goal_cargo2_title	Descarga 800 unidades de carga	old	Unload 800 cargo units
goal_cargo3_desc	Una o más de tus naves ha de descargar 12000 unidades de cualquier tipo de carga.	old	Have one or more of your ships unload 12000 units of any kind of cargo in your station.
goal_cargo3_title	Descarga 12000 unidades de carga	old	Unload 12000 cargo units
goal_clean1_desc	Limpia 100 áreas sucias. Asegúrate de que el trabajo de limpieza está habilitado para algunos de tus oficiales.	old	Clean 100 dirty areas. Make sure the cleaning job is enabled for some of your officers.
goal_clean1_title	Limpia 100 áreas sucias	old	Clean 100 dirty areas
goal_completed_alert	El objetivo <<~A>> se ha completado. Reclama tu recompensa en la ventana de Objetivos.	old	The goal <<~A>> has been completed. Claim its reward in the Goals window.
